mass_GeV,mass_MeV,dataset_set,dataset,band_lml,reviewed_lml,delta_lml,band_ls_opt,reviewed_ls_opt,delta_ls_opt,band_const_opt,reviewed_const_opt,delta_const_opt,band_sigma_val,reviewed_sigma_val,delta_sigma_val,band_integral_density,reviewed_integral_density,delta_integral_density,band_state_sha256,coordinate_closure_pass,lml_closure_pass,metadata_json_closure_pass,fixed_reviewed_state_closure_pass,reviewed_row_source,review_status,branch_multiplicity,interpolated
0.019,19,2015,2015,1136.0402568150648,1136.0402570998406,-2.847757514246041e-07,0.36262370238950181,0.36262370238950181,0,49.776513438328138,49.776513438328138,0,0.00091893429023309997,0.00091893429023300001,9.9963440303163509e-17,282453695.05657667,282453695.05657667,0,e909a220efc26c8fe70dd4d638bab27f5914adeec07510ade7665d69253917c9,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.02,20,2015,2015,1125.642635398955,1125.6426354131447,-1.4189708963385783e-08,0.36306753376968848,0.36306753376968842,5.5511151231257827e-17,50.587434054954329,50.587434054954329,0,0.00097215337409879991,0.00097215337409859999,1.9992688060632702e-16,379153831.15514982,379153831.15514982,0,e1092c305c354145dc00de9883b29055e0eccc96cfab187dd8faad042f80ae5e,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.021000000000000001,21,2015,2015,1120.2755873813135,1120.2755873813137,-2.2737367544323206e-13,0.3589892049000028,0.3589892049000028,0,47.963893413347407,47.963893413347407,0,0.0010253724579645,0.0010253724579645,0,472707141.1161992,472707141.1161992,0,10b61e71bf72b2ea9aa39a77a33752d65d305e476bafa628d60acf1cebcc5ba9,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.021999999999999999,22,2015,2015,1110.6608250129177,1110.660825103447,-9.0529283625073731e-08,0.36380622753581182,0.36380622753581182,0,47.160458741359982,47.160458741359982,0,0.0010785915418301997,0.00107859154183,1.9971004017182992e-16,557319166.63764083,557319166.63764083,0,3cf40bdb1595310c0228000bd55b8c6425bb46ef11536672b0e3f8620e3c09ff,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.023,23,2015,2015,1107.0416201565347,1107.0416203525954,-1.9606068235589191e-07,0.35020633447603938,0.35020633447603933,5.5511151231257827e-17,46.555580493978368,46.555580493978368,0,0.0011318106256958998,0.0011318106256958001,9.9746599868666408e-17,630016895.05618072,630016895.05618072,0,1f9790410d346ff75881ec048c7061459dd27584dec811a380f4aef92bcb905f,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.024,24,2015,2015,1097.6890328535821,1097.6890328535819,2.2737367544323206e-13,0.34842893700304761,0.34842893700304761,0,46.602833398653488,46.602833398653488,0,0.0011850297095615998,0.0011850297095615,9.9746599868666408e-17,691123382.26357746,691123382.26357746,0,d1042ab0a6b2181ce628bb596c4a9a11734396eb10cd73d26e2067ca3719d160,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.025000000000000001,25,2015,2015,1098.3909831440674,1098.3909832462257,-1.0215831025561783e-07,0.35671563497104802,0.35671563497104802,0,50.580618615587305,50.580618615587305,0,0.0012382487934272999,0.0012382487934272,9.9963440303163509e-17,738967301.35860705,738967301.35860705,0,508b43006dc6809282276b8fb42c5b7ed9bd5074000698589894cdac20aba907,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.025999999999999999,26,2015,2015,1088.5043977893056,1088.5043978500817,-6.0776073951274157e-08,0.36027664175219631,0.36027664175219631,0,52.900920880039315,52.900920880039315,0,0.0012914678772929999,0.0012914678772928,1.9992688060632702e-16,775313630.78009462,775313630.7800945,1.1920928955078125e-07,5aaecaedb9e5a87742e9d072eae446b6e837aacb18f091d5eb0884f60394e72b,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.027,27,2015,2015,1087.073070961299,1087.0730711468225,-1.8552350411482621e-07,0.35452345844435101,0.35452345844435101,0,50.955811007673915,50.955811007673915,0,0.0013446869611586998,0.0013446869611586001,9.9746599868666408e-17,800922607.86220169,800922607.86220181,-1.1920928955078125e-07,504196692d0311568f7937c10e261523e600133d46b878ba55b1ce7dd24ed850,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.028000000000000001,28,2015,2015,1077.8999410759343,1077.8999410759343,0,0.3536367860898344,0.3536367860898344,0,49.81984023244658,49.81984023244658,0,0.0013979060450244,0.0013979060450244,0,816392166.02914715,816392166.02914715,0,bc028c41cb84f3730368cf1626644037b73bd19525e0114d8382c5d8286a34b7,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.029000000000000001,29,2015,2015,1076.4410992623341,1076.4410994654511,-2.0311699699959718e-07,0.35759696414547187,0.35759696414547182,5.5511151231257827e-17,52.798085492739943,52.798085492739943,0,0.0014511251288900999,0.00145112512889,9.9963440303163509e-17,823046135.58372259,823046135.58372259,0,b83cee0e17b8702ec00f63536f3b8488acae5acda7041c99df641f307e4b375c,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.029999999999999999,30,2015,2015,1066.7068458336601,1066.7068459743082,-1.4064812603464816e-07,0.36284885133091332,0.36284885133091332,0,55.669535581264306,55.669535581264306,0,0.0015043442127557999,0.0015043442127555999,1.9992688060632702e-16,822008895.93766797,822008895.93766797,0,3c3b9333983c07f1110b5b3185d5aed4cdf9462354ea74dedfcbbc0e94f04e8f,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.031,31,2015,2015,1063.9683131627821,1063.9683133363508,-1.7356865100737195e-07,0.35873654039182362,0.35873654039182362,0,53.653883718369521,53.653883718369521,0,0.0015575632966214998,0.0015575632966214001,9.9746599868666408e-17,814302946.66268063,814302946.66268063,0,8840b2e03f9f83ed671cf5a48feb834ceb9da2492e533d54b84422925bc71c9a,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.032000000000000001,32,2015,2015,1064.3351452141974,1064.3351452141974,0,0.3590113268961968,0.3590113268961968,0,53.600317580777975,53.600317580777975,0,0.0016107823804872,0.0016107823804872,0,800432354.02830935,800432354.02830923,1.1920928955078125e-07,61cdc0216f77701b078869d568f13f3c2924442606cf97542537872a0bb0c19d,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.033000000000000002,33,2015,2015,1056.2302992251562,1056.2302993466806,-1.2152440831414424e-07,0.35700344556703673,0.35700344556703673,0,52.409430901840103,52.409430901840103,0,0.0016640014643528999,0.0016640014643527999,9.9963440303163509e-17,781756301.06386173,781756301.06386173,0,735ed2b16c84f58b8120b5749d2658a4157dfd506541c3733583c7847ce7447b,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.034000000000000002,34,2015,2015,1056.5206332351695,1056.5206332799353,-4.4765783968614414e-08,0.36084089131836777,0.36084089131836772,5.5511151231257827e-17,54.034923419720037,54.034923419720037,0,0.0017172205482186001,0.0017172205482186001,0,759251610.42053795,759251610.42053795,0,d401bbdfb00e49a060f87a5ce3b1fedb6846ee94e6283168bd9f46ec3006e3c2,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.035000000000000003,35,2015,2015,1049.1347524633345,1049.1347527007331,-2.3739858079352416e-07,0.36737913501601838,0.36737913501601832,5.5511151231257827e-17,56.12166313678857,56.12166313678857,0,0.0017704396320843,0.0017704396320843,0,733146781.92594957,733146781.92594957,0,0bd154b413a27ac09c500a047caada1f06d07a768056f8ed1193064514e7cdad,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.035999999999999997,36,2015,2015,1050.5993076628067,1050.5993077889927,-1.2618602340808138e-07,0.35895261166134401,0.35895261166134401,0,53.655129353412327,53.655129353412327,0,0.0018236587159499997,0.0018236587159499,9.9746599868666408e-17,704234099.84490526,704234099.84490526,0,0431a6d5a1e596a177680faff7b91684ef92402c0dfffaba481ffe50eaffffdc,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_02/results_single.csv,resolved_reproduced_max_lml,3,False
0.036999999999999998,37,2015,2015,1041.1566390756859,1041.1566392798447,-2.0415882318047807e-07,0.35854387894881368,0.35854387894881362,5.5511151231257827e-17,53.212384732417043,53.212384732417043,0,0.0018768777998156997,0.0018768777998155,1.9971004017182992e-16,673803749.13072252,673803749.13072252,0,7da189cbe5ee1bf47f16d71fbc528e79a048cee5a4212d876344306868d67606,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.037999999999999999,38,2015,2015,1041.0444732019773,1041.0444732019771,2.2737367544323206e-13,0.35256226475159202,0.35256226475159202,0,50.346387875625496,50.346387875625496,0,0.0019300968836813998,0.0019300968836813001,9.9746599868666408e-17,641013054.83998084,641013054.83998084,0,14e97fbe4d54bc66aef4a61a4a6894c2acfe36a018b5ce8b9712dc626d932bb6,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_01/results_single.csv,resolved_reproduced_max_lml,3,False
0.039,39,2015+2016,2015,1033.8492584037508,1033.8492585582037,-1.5445289136550855e-07,0.35393514154405581,0.35393514154405581,0,50.774000493089368,50.774000493089368,0,0.0019833159675471,0.0019833159675471,0,607069903.44101572,607069903.44101572,0,73c897099b1369d3cd1c013055c35a1aa4ac0a2f2a071996d8eb85433e08e128,True,True,True,True,unchanged_card_max_lml:study_results/v4_wide_support_2015full_2016full_2021_10pct_20260803/observed_attempt_03/results_single.csv,resolved_reproduced_max_lml,3,False
0.039,39,2015+2016,2016,2360.8063553985744,2360.8063555526178,-1.5404339137603529e-07,0.38968110013592477,0.38968110013592472,5.5511151231257827e-17,79.010118238606026,79.010118238606026,0,0.0017496509804900001,0.0017496509804898999,1.0018028073766061e-16,423346821.00178927,423346821.00178927,0,f4d09804e8a009030c988d43d1ce5ac60069b4d4bfdba08e8fc46a7f8214fd14,True,True,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,raw_scan_row,1,False
