lower_factor,upper_factor,mass_MeV,mass_GeV,delta_lml_upper_minus_lower,tolerance,nested_order_violation
15,20,109,0.109,-2.1723035388276912e-06,0.0001,False
15,20,110,0.11,1.5685654943808913e-06,0.0001,False
15,20,111,0.111,5.375071850721724e-06,0.0001,False
15,20,112,0.112,-2.4662476789671928e-06,0.0001,False
15,20,113,0.113,2.174988367187325e-06,0.0001,False
15,20,114,0.114,-2.4551582100684755e-07,0.0001,False
15,20,115,0.115,-2.2165900190884713e-06,0.0001,False
15,20,116,0.116,7.360404197243042e-07,0.0001,False
15,20,117,0.117,-7.991548045538366e-07,0.0001,False
15,20,118,0.118,1.509203684690874e-06,0.0001,False
15,20,119,0.119,1.2018072084174491e-06,0.0001,False
15,20,120,0.12,-2.745753590716049e-06,0.0001,False
15,20,121,0.121,-2.154713001800701e-06,0.0001,False
15,20,122,0.122,2.116290488629602e-06,0.0001,False
15,20,123,0.123,-4.07892821385758e-06,0.0001,False
15,20,124,0.124,2.2874801288708113e-06,0.0001,False
15,20,125,0.125,-3.0139808586682193e-06,0.0001,False
15,20,126,0.126,3.102431946899742e-07,0.0001,False
15,20,127,0.127,1.995686034206301e-07,0.0001,False
15,20,128,0.128,5.660472197632771e-07,0.0001,False
15,20,129,0.129,-9.952827895176597e-07,0.0001,False
15,20,130,0.13,2.177715487050591e-06,0.0001,False
15,20,131,0.131,-6.565182957274374e-07,0.0001,False
15,20,132,0.132,-7.965354598127306e-09,0.0001,False
15,20,133,0.133,1.5351079127867706e-06,0.0001,False
15,20,134,0.134,-1.3985991245135665e-06,0.0001,False
15,20,135,0.135,-2.590584244899219e-06,0.0001,False
15,20,136,0.136,1.3513413250620943e-06,0.0001,False
15,20,137,0.137,-1.1223482943023555e-06,0.0001,False
15,20,138,0.138,-1.0174298950005323e-06,0.0001,False
15,20,139,0.139,2.5127746994257905e-06,0.0001,False
15,20,140,0.14,-8.956617421063129e-07,0.0001,False
15,20,141,0.141,4.929956958221737e-07,0.0001,False
15,20,142,0.142,-1.196316588902846e-06,0.0001,False
15,20,143,0.143,6.90945398673648e-07,0.0001,False
15,20,144,0.144,-1.1975107554462738e-06,0.0001,False
15,20,145,0.145,2.8580689104273915e-07,0.0001,False
15,20,146,0.146,3.3998639992205426e-07,0.0001,False
15,20,147,0.147,4.592094228428323e-06,0.0001,False
15,20,148,0.148,-4.348690708866343e-06,0.0001,False
15,20,149,0.149,2.507745648472337e-06,0.0001,False
15,20,150,0.15,6.457203198806383e-07,0.0001,False
15,20,151,0.151,2.6148018150706775e-07,0.0001,False
15,20,152,0.152,-1.4025954442331567e-07,0.0001,False
15,20,153,0.153,-3.740415195352398e-07,0.0001,False
15,20,154,0.154,2.973492883029394e-06,0.0001,False
15,20,155,0.155,-1.5121568139875308e-06,0.0001,False
15,20,156,0.156,1.5170326150837354e-07,0.0001,False
15,20,157,0.157,-8.900433385861106e-07,0.0001,False
15,20,158,0.158,2.377200871706009e-06,0.0001,False
15,20,159,0.159,2.3083716769178864e-06,0.0001,False
15,20,160,0.16,1.2876189430244267e-06,0.0001,False
15,20,161,0.161,1.7887796275317669e-06,0.0001,False
15,20,162,0.162,-1.6347075870726258e-07,0.0001,False
15,20,163,0.163,2.6182342480751686e-06,0.0001,False
15,20,164,0.164,-1.6371272977266926e-06,0.0001,False
15,20,165,0.165,3.290681888756808e-06,0.0001,False
15,20,166,0.166,3.4307099667785224e-06,0.0001,False
15,20,167,0.167,-2.5430185814911965e-06,0.0001,False
15,20,168,0.168,1.8134769561584108e-06,0.0001,False
15,20,169,0.169,-1.1823090062534902e-06,0.0001,False
15,20,170,0.17,4.189050741842948e-07,0.0001,False
15,20,171,0.171,1.6803887774585746e-06,0.0001,False
15,20,172,0.172,2.3598558982484974e-06,0.0001,False
15,20,173,0.173,-1.1609754437813535e-06,0.0001,False
15,20,174,0.174,6.590380507986993e-07,0.0001,False
15,20,175,0.175,-1.5986474863893818e-06,0.0001,False
15,20,176,0.176,-3.1397030397783965e-07,0.0001,False
15,20,177,0.177,-7.035987437120639e-07,0.0001,False
15,20,178,0.178,-6.449090506066568e-08,0.0001,False
15,20,179,0.179,-1.1792631084972527e-06,0.0001,False
15,20,180,0.18,-4.4667740439763293e-07,0.0001,False
