scope_key,mass_MeV,scope_label,dataset_set,n_toys,toy_id_min,toy_id_max,eps2_observed,n_strong,n_weak,p0_local_asymptotic,Z_local_asymptotic,pvalue_method,p_strong,p_weak,p_two,empirical_p_resolution,diagnostic_definition
all_2015_2016_2021,50,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,7.7429456646045609e-06,284,16,0.070621542441792307,1.4711776312415186,fixed-mass local asymptotic one-sided profile LRT,0.94666666666666666,0.053333333333333337,0.10666666666666667,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,51,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,6.9076125052637276e-06,270,30,0.11189884289551939,1.2164916609397141,fixed-mass local asymptotic one-sided profile LRT,0.90000000000000002,0.10000000000000001,0.20000000000000001,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,52,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,6.0282777711464049e-06,245,55,0.18572081719196681,0.8937762209907274,fixed-mass local asymptotic one-sided profile LRT,0.81666666666666665,0.18333333333333332,0.36666666666666664,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,53,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,4.8208466609116962e-06,189,111,0.33386391479953631,0.4292685113202413,fixed-mass local asymptotic one-sided profile LRT,0.63,0.37,0.73999999999999999,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,54,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,4.1450885193592825e-06,172,128,0.44413201021373838,0.14050117975465959,fixed-mass local asymptotic one-sided profile LRT,0.57333333333333336,0.42666666666666669,0.85333333333333339,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,55,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,3.0349586474526652e-06,73,227,0.5,0,fixed-mass local asymptotic one-sided profile LRT,0.24333333333333335,0.75666666666666671,0.48666666666666669,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,56,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,3.2260515227308679e-06,108,192,0.5,0,fixed-mass local asymptotic one-sided profile LRT,0.35999999999999999,0.64000000000000001,0.71999999999999997,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,57,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,2.7045464283974757e-06,62,238,0.5,0,fixed-mass local asymptotic one-sided profile LRT,0.20666666666666667,0.79333333333333333,0.41333333333333333,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,58,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,2.3511732787447849e-06,40,260,0.5,0,fixed-mass local asymptotic one-sided profile LRT,0.13333333333333333,0.8666666666666667,0.26666666666666666,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
all_2015_2016_2021,59,2015 full + 2016 full + 2021 10%,2015+2016+2021,300,0,299,2.1316282311782747e-06,36,264,0.49986225840519077,0.00034526698300120002,fixed-mass local asymptotic one-sided profile LRT,0.12,0.88,0.23999999999999999,0.0033333333333333335,"p_strong=Pr(UL_toy<=UL_obs); p_weak=Pr(UL_toy>=UL_obs); p_two=min(1,2*min(p_strong,p_weak))"
