path,bytes,sha256
output/pdf/v4p9p16_2015_lowmass_side_study_20260906/HPS_GPR_v4p9p16_2015_LowMass_Section.pdf,155309,a4915cda1f7095d78e0e29649a74e1d16490e735f462edef3ee5fae0da36cb00
output/pdf/v4p9p16_2015_lowmass_side_study_20260906/HPS_GPR_v4p9p16_with_2015_LowMass_Study.pdf,838132,395321663459914f82203944d6b3dedcfc8fa436e1356be492f0148fd5ecde1d
study_results/v4p9p16_2015_lowmass_side_study_20260906/INTEGRATION.md,1423,7bcbee7d3f4cf0a5b8a9201b7984df9459aa6012aeb46c2a50248b26f27f46e7
study_results/v4p9p16_2015_lowmass_side_study_20260906/PROTOCOL.md,5330,e88db16cb6ee2f47329c9f5dc49e6e2dc49ac4d288cfcbd1c54198613f9ce196
study_results/v4p9p16_2015_lowmass_side_study_20260906/README.md,4780,fe4e8a559ae101910130c65783141515429ea1031784e9c19c99f19664ab1733
study_results/v4p9p16_2015_lowmass_side_study_20260906/check_stability.py,1445,6b5decefa8755e8cd018ddee8c507a298943f17aa1c8f61d036417f3750a1e8d
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/display_mapping_m15.00.npz,4493,63d3c0efde055420c7779d6c472f0f5a9fef55f355e1b75508ab08cedc4086df
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/display_mapping_m17.00.npz,3012,96f81b0af70f3507a734ba1c46bae25463d9fda912ed1f92bb07f69c27f01411
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/display_mapping_m17.25.npz,2861,1b911947f1e0d9f4cce9133734717b2dcf64c5db8de9e69091d5d9fba8d41bbd
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/display_mapping_m20.00.npz,3356,7cee2b4add96d7465d67bd81f42643febe729f28be384d2e715db7c137da8fce
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/display_summary.json,933,4c1f7c96f5da73ce592136fe1aaf6516e8a04213c41f0e2850f7fd2a5c875508
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m15.00.npz,4136,133c1ddaf9adbde848f50b1c68ff715182c06adb4cace7c76d463b1bfaa0c25e
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m15.25.npz,4251,fe59eaf64b56ef561442f98272bb81dee216d7981da27c66482cd81392ff0c89
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m15.50.npz,4305,564fd249f2f487de6b1a59fc81a24f0b4b48021caaf8ecfcfe04988eeb354f69
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m15.75.npz,4366,d1b9ced756fb0aff5ae676e45aa2685c5b43ec6d393291dd6af3a01691245771
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m16.00.npz,4473,95aca3928970db7bc24964d14d965d8e924a8977f99e4f750785f2fe326ffc0e
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m16.25.npz,4518,f6898fad76ab151a918a6247eaa33ee606113d8a8ef670a2a912d372b0ff93d7
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m16.50.npz,4618,ad0ecd70e88af8bca61cfed8abce98a35474324a05dd29e98e084cdc6ef08daa
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m16.75.npz,4674,177a0726485a220d8dc31546e48f69d229b904d7018ae408c390cf53aeb3bb67
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m17.00.npz,4730,8f47fd3d9fabd2a21ecef81cbb1a0f7a0031aff0303d26aeaa0bd44fe67d881f
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m17.25.npz,4839,73ed8a812e33fe17b27f7f93ddcf111570bea5023542eb97e22eea405de1c6a3
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m17.50.npz,4895,c774bd94e92ec398a8beda73f61e740ab5c48a834ff89ad3fddf07c382482244
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m17.75.npz,4946,5a3bcc080d1579bbd1d0beb84f4e2b828775699dc1b6cb69ccc8f1d6b19aa5f1
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m18.00.npz,5062,a0fc964ae04b26e288845b37e897bea708c25c64eab11101c7a94c96d1362861
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m18.25.npz,5113,2e70708568c185d674e6cd736b5e88ee6c08a3ea527aae979331bb919ce74fb5
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m18.50.npz,5102,08627ea590b6a0dc23d3cbe4fb6394ed7cf9f71cc81f5490f3546f22d9169585
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m18.75.npz,5221,27fd960d78acd980c6256cffef52a25b726a93d8ce1836e488f441cb6ab573d4
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m19.00.npz,5217,ac1c748515ecb0c601f3d7ae7d946726a6c56cf347da5496b8da629cd3f5fc26
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m19.25.npz,5325,3ea9b51839ba4ba935d3164648d733d40a75ae06a9b6ba5bc7caa6b14e9e676a
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m19.50.npz,5326,c385fd9c98d52b1e0fecd22a7fc988d30553442d2b59ae9f1031d87c4393541f
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m19.75.npz,5331,8e3dce900841c10352f9996de7a64bdb4ec6db065295bd72ba897345369936d8
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m20.00.npz,5426,93d79126a0c22db78283b7690985661b1739b0143c1ea6c79ebbe7badeba7daa
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m20.25.npz,5421,6b40968cca560f0a21d1cce9fb19469ab98ced6f47ea51b5370279220ed1a3f6
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m20.50.npz,5418,b7c6f32400fe1483441646814dbe550d919830d40f2b07ef9095c09d52a399d4
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m20.75.npz,5532,22cf353f3246dc89147c348e46ac53ee0660bd06e680fb6c3515dc484fc4a78a
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m21.00.npz,5533,45241a4dc2aa98191e5a7b9ed23e02e4ee532b5b7dc5929ee316d4c61cba3d58
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m21.25.npz,5641,1513a288cea7cab144e30b00f761988b9c2abb170c4018c01f73a823334cd238
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m21.50.npz,5636,7efb21ef3f6c1bb267e7ddc51a52ef3c0dfb33c168fbdda7e55ecbfa988b0f45
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m21.75.npz,5636,555ef1573dea2e07990f8ec5173b8db11996fe60771f1737738981d60ceab3a3
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/expcheb5_m22.00.npz,5738,e97836b972a923933bee264f272c7b5319232642766237b4924e9c27e43d8cac
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m15.00.npz,21308,f1b43cbf0e0d9857c2b96c8aa2152987605b1f8da075ec320c4972ea2f268595
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m15.25.npz,21314,2502f80e8d249db867dc0fba5047c946cb654a4502de7aedb0a5aa6e9acced63
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m15.50.npz,21687,3d385849a1d6abffd516774ae39226fb70287c57a0864e4491ebc21de849a681
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m15.75.npz,21717,3d0cb91e462605c543cc70118e2607d776ad9e4012b1cb987035641fc1ef3b62
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m16.00.npz,21734,01b0c977f5190220076b125b2b38bc80f83cbd7153848d72eeedb61b2b81bc3f
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m16.25.npz,21736,a18ef99fd4c5072c2ea0145149716631df9a7922fb917426e92d40f2d9340e77
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m16.50.npz,21802,32e76c68c3df0afac74d1aaf08736c3c738ea830de4485e51a40f61dde65a346
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m16.75.npz,21798,28c20ec64c5512c680889de88c593d79d67340a27a6ec371c9690a5bd392d25d
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m17.00.npz,21803,198327770477cd1328515cc17842477ac37dc8285f4ed3651bc57573738b1284
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m17.25.npz,21826,16c5fb503dca4d3a7803ac81ad09c390be0bae11103e8322ea48f8e3cacfbea9
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m17.50.npz,22230,015801063c29d129986ef6eb4b01ac9130da803f1f54205608b87db1f0da34b9
study_results/v4p9p16_2015_lowmass_side_study_20260906/derived/fits/gp_12_26_m17.75.npz,22238,42aad576620257e33252a43de048134ef40a65aa4017be55b29b88c29b1ca78e
